firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Chen Y"	GCST90201526	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Linoleoylcholine levels"	"linoleoylcholine measurement"	-	"60 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201526"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201527	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0) levels"	"ceramide measurement"	-	"56 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201527"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201528	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] levels"	"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] measurement"	-	"56 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201528"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202367	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"N-palmitoylglycine levels"	"N-palmitoylglycine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202367"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201629	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Succinoyltaurine levels"	"metabolite measurement"	-	"57 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201629"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201630	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-hydroxy-2-methylpyridine sulfate levels"	"3-hydroxy-2-methylpyridine sulfate measurement"	-	"51 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201630"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201631	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Eicosenedioate (C20:1-DC) levels"	"metabolite measurement"	-	"56 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201631"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201632	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Hydroxy-N6,N6,N6-trimethyllysine levels"	"hydroxy-N6,N6,N6-trimethyllysine measurement"	-	"58 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201632"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201633	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa) levels"	"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA) measurement"	-	"60 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201633"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201634	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Picolinoylglycine levels"	"picolinoylglycine measurement"	-	"55 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201634"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201635	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) levels"	"palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) measurement"	-	"59 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201635"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201636	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Pregnenetriol disulfate levels"	"pregnenetriol disulfate measurement"	-	"59 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201636"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201637	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"5-hydroxy-2-methylpyridine sulfate levels"	"5-hydroxy-2-methylpyridine sulfate measurement"	-	"42 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201637"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201638	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3,5-dichloro-2,6-dihydroxybenzoic acid levels"	"3,5-dichloro-2,6-dihydroxybenzoic acid measurement"	-	"58 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201638"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201639	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-ethylcatechol sulfate (1) levels"	"3-ethylcatechol sulfate (1) measurement"	-	"40 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201639"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201640	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Levulinoylcarnitine levels"	"metabolite measurement"	-	"47 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201640"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90201641	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-hydroxydecanoylcarnitine levels"	"3-hydroxydecanoylcarnitine measurement"	-	"60 African unspecified"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201641"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202203	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"N1-methylinosine levels"	"N1-methylinosine measurement"	-	"101 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202203"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202204	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"5-acetylamino-6-formylamino-3-methyluracil levels"	"5-acetylamino-6-formylamino-3-methyluracil measurement"	-	"90 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202204"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202205	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"N6-carbamoylthreonyladenosine levels"	"N6-carbamoylthreonyladenosine measurement"	-	"102 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202205"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202206	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1,7-dimethyluric acid levels"	"1,7-dimethylurate measurement"	-	"97 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202206"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202207	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Cysteine-glutathione disulfide levels"	"cysteine-glutathione disulfide measurement"	-	"97 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202207"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202208	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Isovalerylglycine levels"	"isovalerylglycine measurement"	-	"87 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202208"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202209	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-stearoyl-GPG (18:0) levels"	"1-stearoyl-GPG (18:0) measurement"	-	"92 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202209"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202210	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"5-methyluridine (ribothymidine) levels"	"5-methyluridine (ribothymidine) measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202210"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202211	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-stearoyl-GPE (18:0) levels"	"1-stearoyl-GPE (18:0) measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202211"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202212	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-hydroxydodecanedioate levels"	"3-hydroxydodecanedioate measurement"	-	"89 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202212"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202213	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-methylcytidine levels"	"3-methylcytidine measurement"	-	"101 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202213"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202214	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"7-methylguanine levels"	"7-methylguanine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202214"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202240	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"2-hydroxypalmitate levels"	"2-hydroxypalmitate measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202240"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202241	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Tiglylcarnitine (C5:1-DC) levels"	"tiglylcarnitine (C5:1-DC) measurement"	-	"102 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202241"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202242	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-linoleoyl-GPE (18:2) levels"	"1-linoleoyl-GPE (18:2) measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202242"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202243	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Beta-hydroxyisovaleroylcarnitine levels"	"beta-hydroxyisovaleroylcarnitine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202243"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202244	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"2-palmitoleoyl-GPC (16:1) levels"	"2-palmitoleoyl-GPC (16:1) measurement"	-	"90 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202244"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202245	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Octadecanedioate (C18-DC) levels"	"octadecanedioate measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202245"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202246	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Hexadecanedioate (C16-DC) levels"	"hexadecanedioate measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202246"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202247	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Indoleacetylglutamine levels"	"indoleacetylglutamine measurement"	-	"58 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202247"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202248	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Alpha-hydroxycaproate levels"	"alpha-hydroxycaproate measurement"	-	"69 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202248"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202249	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Taurolithocholate 3-sulfate levels"	"taurolithocholate 3-sulfate measurement"	-	"96 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202249"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202250	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"N-acetyl-aspartyl-glutamate (naag) levels"	"N-acetyl-aspartyl-glutamate (NAAG) measurement"	-	"100 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202250"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202251	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-(3-hydroxyphenyl)propionate levels"	"3-(3-hydroxyphenyl)propionate measurement"	-	"94 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202251"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202252	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Deoxycarnitine levels"	"deoxycarnitine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202252"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202253	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Mannitol/sorbitol levels"	"sorbitol measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202253"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202254	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"N6-acetyllysine levels"	"N6-acetyllysine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202254"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202255	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Hexanoylglutamine levels"	"hexanoylglutamine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202255"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202256	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3,4-dihydroxybutyrate levels"	"blood 3,4-dihydroxybutyrate measurement"	-	"102 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202256"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202257	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Tetradecanedioate (C14-DC) levels"	"tetradecanedioate measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202257"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202258	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"4-vinylphenol sulfate levels"	"4-vinylphenol sulfate measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202258"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202259	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Glycolithocholate sulfate levels"	"glycolithocholate sulfate measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202259"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202260	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-ribosyl-imidazoleacetate levels"	"1-ribosyl-imidazoleacetate measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202260"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202261	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Tryptophan betaine levels"	"tryptophan betaine measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202261"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202262	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-palmitoyl-GPI (16:0) levels"	"1-palmitoyl-GPI (16:0) measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202262"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202263	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Dihomo-linolenate (20:3n3 or n6) levels"	"dihomo-linolenate 20:3n3 or n6 measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202263"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202264	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Glycerophosphoethanolamine levels"	"glycerophosphoethanolamine measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202264"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202265	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Bilirubin (E,Z or Z,E) levels"	"bilirubin measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202265"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202266	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"3-methyladipate levels"	"3-methyladipate measurement"	-	"82 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202266"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202267	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Pyrraline levels"	"pyrraline measurement"	-	"102 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202267"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202268	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Thymol sulfate levels"	"thymol sulfate measurement"	-	"99 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202268"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202269	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Chiro-inositol levels"	"chiro-inositol measurement"	-	"64 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202269"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202270	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"O-cresol sulfate levels"	"O-cresol sulfate measurement"	-	"85 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202270"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202271	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Sphinganine-1-phosphate levels"	"sphinganine-1-phosphate measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202271"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202272	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"4-ethylphenylsulfate levels"	"4-ethylphenylsulfate measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202272"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202273	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels"	"1-stearoyl-2-arachidonoyl-GPC (18:0/20:4) measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202273"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202274	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-linoleoyl-GPI (18:2) levels"	"1-linoleoyl-GPI (18:2) measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202274"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202275	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"1-stearoyl-2-oleoyl-GPE (18:0/18:1) levels"	"1-stearoyl-2-oleoyl-GPE (18:0/18:1) measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202275"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202276	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Dimethylarginine (sdma + adma) levels"	"dimethylarginine (SDMA + ADMA) measurement"	-	"103 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202276"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202277	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"Gamma-glutamylalanine levels"	"gamma-glutamylalanine measurement"	-	"88 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202277"	no	no	"Genome-wide genotyping array"	36635386		NA
"Chen Y"	GCST90202278	2023-01-12	"Nat Genet"	"Genomic atlas of the plasma metabolome prioritizes metabolites implicated in human diseases."	"4-allylphenol sulfate levels"	"4-allylphenol sulfate measurement"	-	"104 East Asian"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202278"	no	no	"Genome-wide genotyping array"	36635386		NA
