firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Panyard DJ"	GCST90026000	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Creatinine levels"	"creatinine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90025001-GCST90026000/GCST90026000"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026001	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Urate levels"	"urate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026001"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026052	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026052"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026053	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-docosahexaenoyl-gpc (16:0/22:6) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026053"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026054	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-linoleoyl-gpc (16:0/18:2) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026054"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026055	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-oleoyl-gpc (16:0/18:1) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026055"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026056	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026056"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026057	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-stearoyl-gpc (16:0/18:0) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026057"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026058	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-palmitoyl-2-stearoyl-gpc (16:0/18:0) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026058"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026059	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-ribosyl-imidazoleacetate levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026059"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026060	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026060"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026061	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026061"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026062	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026062"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026063	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-stearoyl-2-oleoyl-gpc (18:0/18:1) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026063"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026064	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-stearoyl-gpc (18:0) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026064"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026065	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2'-deoxyuridine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026065"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026066	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2'-o-methylcytidine levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026066"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026067	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2,3-dihydroxy-2-methylbutyrate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026067"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026068	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2,3-dihydroxyisovalerate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026068"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026069	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-aminobutyrate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026069"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026070	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-aminophenol sulfate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026070"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026071	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-hydroxy-3-methylvalerate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026071"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026072	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-hydroxyadipate levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026072"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026073	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-hydroxybutyrate/2-hydroxyisobutyrate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026073"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026074	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-hydroxyglutarate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026074"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026075	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-oxoadipate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026075"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026076	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"2-piperidinone levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026076"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026077	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-(4-hydroxyphenyl)lactate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026077"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026078	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026078"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026079	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxy-2-ethylpropionate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026079"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026080	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxy-3-methylglutarate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026080"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026081	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxybutyrate (bhba) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026081"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026082	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxyhexanoate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026082"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026083	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxyoctanoate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026083"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026084	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxypyridine sulfate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026084"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026085	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxystachydrine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026085"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026086	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methoxytyramine sulfate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026086"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026087	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methoxytyrosine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026087"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026088	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methyl-2-oxobutyrate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026088"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026089	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methyl-2-oxovalerate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026089"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026090	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methylglutaconate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026090"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026091	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methylglutarylcarnitine (2) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026091"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026092	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methylhistidine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026092"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026093	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-methylxanthine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026093"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026094	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-ureidopropionate levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026094"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026095	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"4-acetamidobutanoate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026095"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026096	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"4-methyl-2-oxopentanoate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026096"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026097	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"4-methylcatechol sulfate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026097"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026098	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"5,6-dihydrothymine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026098"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026099	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"5,6-dihydrouridine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026099"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026100	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"5-acetylamino-6-amino-3-methyluracil levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026100"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026101	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"5-hydroxyhexanoate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026101"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026152	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Dimethylarginine (sdma + adma) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026152"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026153	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Dimethylmalonic acid levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026153"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026154	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Dopamine 3-o-sulfate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026154"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026155	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Ergothioneine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026155"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026156	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Erythritol levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026156"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026157	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Erythronate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026157"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026158	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Ethylmalonate levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026158"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026159	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Fructose levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026159"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026160	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Galactonate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026160"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026161	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Galactosylglycerol levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026161"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026162	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamyl-alpha-lysine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026162"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026163	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamylglutamine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026163"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026164	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamylleucine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026164"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026165	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamylphenylalanine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026165"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026166	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamylthreonine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026166"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026167	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gamma-glutamylvaline levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026167"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026168	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Gluconate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026168"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026169	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glutamate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026169"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026170	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glutamine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026170"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026171	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glutarylcarnitine (c5-dc) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026171"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026172	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glycerate levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026172"	no	no	"Genome-wide genotyping array"	33437055		NA
